constructorId,constructor_name,year,total_points,races_entered,points_efficiency,podium_rate,win_rate,pole_count,pole_to_win_rate,dnf_rate,avg_grid,avg_delta,points_volatility,avg_pit_ms,avg_stop_count
1,McLaren,1968,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,10.5,3.0,0.0,,
1,McLaren,1971,13.0,27.0,0.48148148148148145,0.037037037037037035,0.0,0.0,0.0,0.5555555555555556,13.961538461538462,5.916666666666667,1.1221672153735642,,
1,McLaren,1972,66.0,25.0,2.64,0.44,0.04,1.0,0.0,0.16,6.48,2.1904761904761907,2.5146238950056397,,
1,McLaren,1973,68.0,35.0,1.9428571428571428,0.22857142857142856,0.08571428571428572,1.0,0.0,0.2571428571428571,5.514285714285714,-0.34615384615384615,2.74336479895913,,
1,McLaren,1974,87.0,46.0,1.891304347826087,0.21739130434782608,0.08695652173913043,2.0,1.0,0.2608695652173913,10.0,4.323529411764706,2.845880147937562,,
1,McLaren,1975,65.0,29.0,2.2413793103448274,0.3448275862068966,0.10344827586206896,0.0,0.0,0.3448275862068966,9.620689655172415,4.105263157894737,2.9387214471334917,,
1,McLaren,1976,88.0,32.0,2.75,0.3125,0.1875,8.0,0.625,0.3125,8.21875,2.909090909090909,3.4266507677134195,,
1,McLaren,1977,65.0,52.0,1.25,0.1346153846153846,0.057692307692307696,6.0,0.3333333333333333,0.5192307692307693,9.630434782608695,3.16,2.4882074814187494,,
1,McLaren,1978,16.0,55.0,0.2909090909090909,0.01818181818181818,0.0,0.0,0.0,0.5636363636363636,13.895833333333334,7.375,0.8316143887538815,,
1,McLaren,1979,15.0,30.0,0.5,0.03333333333333333,0.0,0.0,0.0,0.5333333333333333,15.5,7.071428571428571,1.0747894741730137,,
1,McLaren,1980,11.0,28.0,0.39285714285714285,0.0,0.0,0.0,0.0,0.5357142857142857,14.72,7.461538461538462,0.8751417118804337,,
1,McLaren,1981,28.0,30.0,0.9333333333333333,0.13333333333333333,0.03333333333333333,0.0,0.0,0.5,11.620689655172415,2.8666666666666667,2.242740523883952,,
1,McLaren,1982,69.0,29.0,2.3793103448275863,0.27586206896551724,0.13793103448275862,0.0,0.0,0.41379310344827586,9.758620689655173,4.882352941176471,3.255915419920314,,
1,McLaren,1983,34.0,30.0,1.1333333333333333,0.16666666666666666,0.03333333333333333,0.0,0.0,0.6,16.928571428571427,14.166666666666666,2.1772068999195895,,
1,McLaren,1984,143.5,32.0,4.484375,0.5625,0.375,3.0,1.0,0.34375,5.34375,2.9523809523809526,3.9420896190366004,,
1,McLaren,1985,90.0,31.0,2.903225806451613,0.3870967741935484,0.1935483870967742,2.0,0.5,0.4838709677419355,7.612903225806452,3.75,3.5716927705657753,,
1,McLaren,1986,96.0,32.0,3.0,0.375,0.125,2.0,0.5,0.46875,5.375,2.4705882352941178,3.1622776601683795,,
1,McLaren,1987,76.0,32.0,2.375,0.375,0.09375,0.0,0.0,0.34375,7.0625,3.0952380952380953,3.013410884909378,,
1,McLaren,1988,199.0,32.0,6.21875,0.78125,0.46875,15.0,0.6,0.15625,1.875,0.2222222222222222,3.3479350882056704,,
1,McLaren,1989,141.0,32.0,4.40625,0.5625,0.3125,15.0,0.4666666666666667,0.34375,1.875,-0.09523809523809523,3.8925849691349685,,
1,McLaren,1990,121.0,32.0,3.78125,0.5625,0.1875,12.0,0.4166666666666667,0.3125,2.28125,-0.22727272727272727,3.26994500299021,,
1,McLaren,1991,139.0,32.0,4.34375,0.5625,0.25,10.0,0.8,0.3125,2.875,0.18181818181818182,3.7209899393887453,,
1,McLaren,1992,99.0,32.0,3.09375,0.375,0.15625,1.0,0.0,0.4375,3.6875,0.9444444444444444,3.613231731896959,,
1,McLaren,1993,84.0,32.0,2.625,0.28125,0.15625,1.0,1.0,0.46875,6.1875,2.0,3.678621761545502,,
1,McLaren,1994,42.0,32.0,1.3125,0.25,0.0,0.0,0.0,0.625,8.78125,4.416666666666667,2.0230526279570364,30344.969696969692,1.6521739130434783
1,McLaren,1995,30.0,34.0,0.8823529411764706,0.058823529411764705,0.0,0.0,0.0,0.47058823529411764,9.647058823529411,3.3333333333333335,1.6471224841275038,32015.189393939392,1.9545454545454546
1,McLaren,1996,49.0,32.0,1.53125,0.1875,0.0,0.0,0.0,0.375,7.4375,1.8,1.741048534648015,31908.36666666667,1.9259259259259258
1,McLaren,1997,63.0,34.0,1.8529411764705883,0.20588235294117646,0.08823529411764706,1.0,0.0,0.5,6.705882352941177,2.0,3.115283468216661,30040.36,1.6
1,McLaren,1998,156.0,32.0,4.875,0.625,0.28125,12.0,0.5,0.21875,2.40625,-0.08,3.9655776945626604,43346.81410256411,1.7307692307692308
1,McLaren,1999,124.0,32.0,3.875,0.5,0.21875,11.0,0.2727272727272727,0.375,2.5,0.3,3.9979833626144488,30409.275641025644,1.6923076923076923
1,McLaren,2000,162.0,34.0,4.764705882352941,0.6470588235294118,0.20588235294117646,7.0,0.2857142857142857,0.17647058823529413,2.6176470588235294,0.10714285714285714,3.482065074578692,32352.978494623654,1.7419354838709677
1,McLaren,2001,102.0,34.0,3.0,0.38235294117647056,0.11764705882352941,2.0,0.0,0.35294117647058826,4.647058823529412,1.6818181818181819,3.2473765635439547,30895.756410256414,1.7307692307692308
1,McLaren,2002,65.0,34.0,1.911764705882353,0.29411764705882354,0.029411764705882353,0.0,0.0,0.4411764705882353,5.617647058823529,2.1052631578947367,2.4416542710471187,38239.36858974359,1.7692307692307692
1,McLaren,2003,142.0,32.0,4.4375,0.40625,0.0625,2.0,0.0,0.25,7.65625,3.6666666666666665,3.3976984620047843,30235.856321839077,2.0689655172413794
1,McLaren,2004,69.0,36.0,1.9166666666666667,0.1111111111111111,0.027777777777777776,1.0,0.0,0.3333333333333333,8.75,2.0416666666666665,2.6444010934155098,25667.165625,2.5
1,McLaren,2005,182.0,38.0,4.7894736842105265,0.47368421052631576,0.2631578947368421,7.0,0.5714285714285714,0.2894736842105263,6.605263157894737,4.074074074074074,4.120862509671135,25189.078431372553,1.9411764705882353
1,McLaren,2006,110.0,36.0,3.0555555555555554,0.25,0.0,3.0,0.0,0.3611111111111111,6.888888888888889,2.391304347826087,2.8878508513568595,26906.72043010753,1.8709677419354838
1,McLaren,2007,218.0,34.0,6.411764705882353,0.7058823529411765,0.23529411764705882,8.0,0.75,0.058823529411764705,2.8823529411764706,0.0,3.134535363169317,27691.397058823524,2.1176470588235294
1,McLaren,2008,151.0,36.0,4.194444444444445,0.3611111111111111,0.16666666666666666,8.0,0.375,0.1388888888888889,4.138888888888889,-0.7741935483870968,3.678660039000571,28025.00505050505,2.1515151515151514
1,McLaren,2009,71.0,34.0,2.088235294117647,0.14705882352941177,0.058823529411764705,4.0,0.25,0.2647058823529412,10.088235294117647,2.16,3.0288276265650795,25407.433333333334,1.8
1,McLaren,2010,454.0,38.0,11.947368421052632,0.42105263157894735,0.13157894736842105,1.0,1.0,0.15789473684210525,6.0,2.40625,8.026804313188347,22986.907142857144,1.3142857142857143
1,McLaren,2011,497.0,38.0,13.078947368421053,0.47368421052631576,0.15789473684210525,1.0,0.0,0.13157894736842105,4.026315789473684,0.5454545454545454,7.6383866237165075,22357.373423423425,2.972972972972973
1,McLaren,2012,378.0,40.0,9.45,0.325,0.175,8.0,0.375,0.25,5.375,0.5333333333333333,9.358802246397746,22484.804054054053,2.081081081081081
1,McLaren,2013,122.0,38.0,3.210526315789474,0.0,0.0,0.0,0.0,0.07894736842105263,10.736842105263158,1.9428571428571428,3.5728548259615684,23981.375,2.1842105263157894
1,McLaren,2014,181.0,38.0,4.7631578947368425,0.05263157894736842,0.0,0.0,0.0,0.07894736842105263,8.631578947368421,0.45714285714285713,5.682758230782881,37837.88421052632,2.1578947368421053
1,McLaren,2015,27.0,38.0,0.7105263157894737,0.0,0.0,0.0,0.0,0.3684210526315789,15.842105263157896,3.25,2.1423388928274614,26008.115151515154,2.242424242424242
1,McLaren,2016,76.0,42.0,1.8095238095238095,0.0,0.0,0.0,0.0,0.23809523809523808,12.571428571428571,2.5,3.005994784719485,94696.2201754386,2.3684210526315788
1,McLaren,2017,30.0,40.0,0.75,0.0,0.0,0.0,0.0,0.45,13.85,2.5454545454545454,1.8912755158683456,46194.87047619048,1.8
1,McLaren,2018,62.0,42.0,1.4761904761904763,0.0,0.0,0.0,0.0,0.2619047619047619,14.404761904761905,3.838709677419355,2.5011031247996742,25317.03070175439,1.5
1,McLaren,2019,145.0,42.0,3.4523809523809526,0.023809523809523808,0.0,0.0,0.0,0.23809523809523808,9.80952380952381,0.9375,3.94599136483288,26151.700854700855,1.4615384615384615
1,McLaren,2020,202.0,34.0,5.9411764705882355,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,8.558823529411764,1.3666666666666667,5.221988338778504,115369.84086021506,2.0
1,McLaren,2021,274.0,44.0,6.2272727272727275,0.11363636363636363,0.022727272727272728,1.0,0.0,0.045454545454545456,8.272727272727273,0.9047619047619048,6.04196039479424,193844.83492063492,1.8333333333333333
1,McLaren,2022,150.0,44.0,3.409090909090909,0.022727272727272728,0.0,0.0,0.0,0.11363636363636363,9.727272727272727,0.20512820512820512,4.082396593305422,94556.82093023256,1.9534883720930232
1,McLaren,2023,266.0,44.0,6.045454545454546,0.20454545454545456,0.0,0.0,0.0,0.09090909090909091,8.795454545454545,0.0,6.8808955118064,142888.16125000003,2.35
1,McLaren,2024,609.0,48.0,12.6875,0.4375,0.125,8.0,0.375,0.0,4.395833333333333,-0.3125,7.243944646568829,171815.88368055553,1.7291666666666667
1,McLaren,2025,775.0,48.0,16.145833333333332,0.7083333333333334,0.2916666666666667,12.0,0.75,0.10416666666666667,3.0434782608695654,0.34146341463414637,7.909029537620298,23599.075177304963,1.7659574468085106
1,McLaren,2026,38.0,6.0,6.333333333333333,0.16666666666666666,0.0,0.0,0.0,0.5,5.0,0.6666666666666666,7.5277265270908105,21572.5,1.3333333333333333
10,Force India,2008,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.5,18.75,3.3333333333333335,0.0,30259.753623188408,2.130434782608696
10,Force India,2009,13.0,34.0,0.38235294117647056,0.029411764705882353,0.0,1.0,0.0,0.23529411764705882,14.764705882352942,2.269230769230769,1.5957273611277376,25754.40804597701,1.9310344827586208
10,Force India,2010,68.0,38.0,1.7894736842105263,0.0,0.0,0.0,0.0,0.2894736842105263,13.605263157894736,2.8518518518518516,2.996916385822782,24207.622222222224,1.4666666666666666
10,Force India,2011,69.0,38.0,1.8157894736842106,0.0,0.0,0.0,0.0,0.10526315789473684,11.631578947368421,1.2647058823529411,2.6391569411246087,23281.063063063062,2.6216216216216215
10,Force India,2012,109.0,40.0,2.725,0.0,0.0,0.0,0.0,0.125,11.45,1.7428571428571429,3.727840510509385,22886.144736842107,2.026315789473684
10,Force India,2013,77.0,38.0,2.026315789473684,0.0,0.0,0.0,0.0,0.2894736842105263,12.789473684210526,2.7777777777777777,3.132107848280047,27239.901960784315,2.2058823529411766
10,Force India,2014,155.0,38.0,4.078947368421052,0.02631578947368421,0.0,0.0,0.0,0.18421052631578946,11.5,3.2903225806451615,4.587772108123286,40921.49999999999,1.9714285714285715
10,Force India,2015,136.0,38.0,3.5789473684210527,0.02631578947368421,0.0,0.0,0.0,0.18421052631578946,10.078947368421053,1.3225806451612903,4.037871923777514,25450.004761904762,2.0
10,Force India,2016,173.0,42.0,4.119047619047619,0.047619047619047616,0.0,0.0,0.0,0.14285714285714285,9.071428571428571,0.7222222222222222,4.220752337008184,141567.25854700853,2.3076923076923075
10,Force India,2017,187.0,40.0,4.675,0.0,0.0,0.0,0.0,0.075,9.175,1.5945945945945945,3.503752567074629,42604.73547008546,2.0256410256410255
10,Force India,2018,111.0,42.0,2.642857142857143,0.023809523809523808,0.0,0.0,0.0,0.19047619047619047,10.69047619047619,1.2941176470588236,3.614479205959496,25215.434210526317,1.368421052631579
100,ENB,1962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,,,
